"agency_cd","site_no","Date","X_00060_00003","X_00060_00003_cd"
"USGS","02335000",1995-01-01,756,"A"
"USGS","02335000",1995-01-02,1760,"A"
"USGS","02335000",1995-01-03,1810,"A"
"USGS","02335000",1995-01-04,2130,"A"
"USGS","02335000",1995-01-05,2370,"A"
"USGS","02335000",1995-01-06,1970,"A"
"USGS","02335000",1995-01-07,1090,"A"
"USGS","02335000",1995-01-08,801,"A"
"USGS","02335000",1995-01-09,1790,"A"
"USGS","02335000",1995-01-10,1840,"A"
"USGS","02335000",1995-01-11,1830,"A"
"USGS","02335000",1995-01-12,1830,"A"
"USGS","02335000",1995-01-13,1820,"A"
"USGS","02335000",1995-01-14,905,"A"
"USGS","02335000",1995-01-15,908,"A"
"USGS","02335000",1995-01-16,1820,"A"
"USGS","02335000",1995-01-17,2390,"A"
"USGS","02335000",1995-01-18,3070,"A"
"USGS","02335000",1995-01-19,3490,"A"
"USGS","02335000",1995-01-20,3360,"A"
"USGS","02335000",1995-01-21,1750,"A"
"USGS","02335000",1995-01-22,795,"A"
"USGS","02335000",1995-01-23,3160,"A"
"USGS","02335000",1995-01-24,4750,"A"
"USGS","02335000",1995-01-25,4750,"A"
"USGS","02335000",1995-01-26,4830,"A"
"USGS","02335000",1995-01-27,4790,"A"
"USGS","02335000",1995-01-28,2820,"A"
"USGS","02335000",1995-01-29,978,"A"
"USGS","02335000",1995-01-30,2980,"A"
"USGS","02335000",1995-01-31,4840,"A"
"USGS","02335000",1995-02-01,4830,"A"
"USGS","02335000",1995-02-02,4830,"A"
"USGS","02335000",1995-02-03,4830,"A"
"USGS","02335000",1995-02-04,2680,"A"
"USGS","02335000",1995-02-05,805,"A"
"USGS","02335000",1995-02-06,3170,"A"
"USGS","02335000",1995-02-07,4810,"A"
"USGS","02335000",1995-02-08,4800,"A"
"USGS","02335000",1995-02-09,4780,"A"
"USGS","02335000",1995-02-10,5070,"A"
"USGS","02335000",1995-02-11,3360,"A"
"USGS","02335000",1995-02-12,1100,"A"
"USGS","02335000",1995-02-13,1940,"A"
"USGS","02335000",1995-02-14,1960,"A"
"USGS","02335000",1995-02-15,1950,"A"
"USGS","02335000",1995-02-16,5310,"A"
"USGS","02335000",1995-02-17,4400,"A"
"USGS","02335000",1995-02-18,3320,"A"
"USGS","02335000",1995-02-19,5750,"A"
"USGS","02335000",1995-02-20,5700,"A"
"USGS","02335000",1995-02-21,5290,"A"
"USGS","02335000",1995-02-22,5240,"A"
"USGS","02335000",1995-02-23,5220,"A"
"USGS","02335000",1995-02-24,5220,"A"
"USGS","02335000",1995-02-25,2430,"A"
"USGS","02335000",1995-02-26,1540,"A"
"USGS","02335000",1995-02-27,2830,"A"
"USGS","02335000",1995-02-28,5570,"A"
"USGS","02335000",1995-03-01,6110,"A"
"USGS","02335000",1995-03-02,4930,"A"
"USGS","02335000",1995-03-03,4620,"A"
"USGS","02335000",1995-03-04,3420,"A"
"USGS","02335000",1995-03-05,2940,"A"
"USGS","02335000",1995-03-06,3340,"A"
"USGS","02335000",1995-03-07,4240,"A"
"USGS","02335000",1995-03-08,3480,"A"
"USGS","02335000",1995-03-09,8190,"A"
"USGS","02335000",1995-03-10,6680,"A"
"USGS","02335000",1995-03-11,6910,"A"
"USGS","02335000",1995-03-12,7110,"A"
"USGS","02335000",1995-03-13,6730,"A"
"USGS","02335000",1995-03-14,6360,"A"
"USGS","02335000",1995-03-15,6010,"A"
"USGS","02335000",1995-03-16,6200,"A"
"USGS","02335000",1995-03-17,6660,"A"
"USGS","02335000",1995-03-18,4280,"A"
"USGS","02335000",1995-03-19,3760,"A"
"USGS","02335000",1995-03-20,4350,"A"
"USGS","02335000",1995-03-21,4450,"A"
"USGS","02335000",1995-03-22,4440,"A"
"USGS","02335000",1995-03-23,4890,"A"
"USGS","02335000",1995-03-24,4040,"A"
"USGS","02335000",1995-03-25,1010,"A"
"USGS","02335000",1995-03-26,878,"A"
"USGS","02335000",1995-03-27,922,"A"
"USGS","02335000",1995-03-28,1080,"A"
"USGS","02335000",1995-03-29,1060,"A"
"USGS","02335000",1995-03-30,1060,"A"
"USGS","02335000",1995-03-31,1280,"A"
"USGS","02335000",1995-04-01,742,"A"
"USGS","02335000",1995-04-02,718,"A"
"USGS","02335000",1995-04-03,1140,"A"
"USGS","02335000",1995-04-04,1030,"A"
"USGS","02335000",1995-04-05,1030,"A"
"USGS","02335000",1995-04-06,1040,"A"
"USGS","02335000",1995-04-07,1090,"A"
"USGS","02335000",1995-04-08,1040,"A"
"USGS","02335000",1995-04-09,838,"A"
"USGS","02335000",1995-04-10,1620,"A"
"USGS","02335000",1995-04-11,1440,"A"
"USGS","02335000",1995-04-12,1550,"A"
"USGS","02335000",1995-04-13,1430,"A"
"USGS","02335000",1995-04-14,1410,"A"
"USGS","02335000",1995-04-15,1350,"A"
"USGS","02335000",1995-04-16,815,"A"
"USGS","02335000",1995-04-17,1340,"A"
"USGS","02335000",1995-04-18,2180,"A"
"USGS","02335000",1995-04-19,2300,"A"
"USGS","02335000",1995-04-20,2310,"A"
"USGS","02335000",1995-04-21,2580,"A"
"USGS","02335000",1995-04-22,1810,"A"
"USGS","02335000",1995-04-23,854,"A"
"USGS","02335000",1995-04-24,978,"A"
"USGS","02335000",1995-04-25,1840,"A"
"USGS","02335000",1995-04-26,1850,"A"
"USGS","02335000",1995-04-27,1830,"A"
"USGS","02335000",1995-04-28,1820,"A"
"USGS","02335000",1995-04-29,1730,"A"
"USGS","02335000",1995-04-30,832,"A"
"USGS","02335000",1995-05-01,1790,"A"
"USGS","02335000",1995-05-02,2320,"A"
"USGS","02335000",1995-05-03,2130,"A"
"USGS","02335000",1995-05-04,2130,"A"
"USGS","02335000",1995-05-05,2150,"A"
"USGS","02335000",1995-05-06,1140,"A"
"USGS","02335000",1995-05-07,745,"A"
"USGS","02335000",1995-05-08,1130,"A"
"USGS","02335000",1995-05-09,2150,"A"
"USGS","02335000",1995-05-10,1920,"A"
"USGS","02335000",1995-05-11,2080,"A"
"USGS","02335000",1995-05-12,2090,"A"
"USGS","02335000",1995-05-13,1750,"A"
"USGS","02335000",1995-05-14,756,"A"
"USGS","02335000",1995-05-15,1720,"A"
"USGS","02335000",1995-05-16,2470,"A"
"USGS","02335000",1995-05-17,2450,"A"
"USGS","02335000",1995-05-18,2460,"A"
"USGS","02335000",1995-05-19,2440,"A"
"USGS","02335000",1995-05-20,1490,"A"
"USGS","02335000",1995-05-21,692,"A"
"USGS","02335000",1995-05-22,1820,"A"
"USGS","02335000",1995-05-23,3120,"A"
"USGS","02335000",1995-05-24,3130,"A"
"USGS","02335000",1995-05-25,2970,"A"
"USGS","02335000",1995-05-26,1650,"A"
"USGS","02335000",1995-05-27,779,"A"
"USGS","02335000",1995-05-28,1280,"A"
"USGS","02335000",1995-05-29,2580,"A"
"USGS","02335000",1995-05-30,3150,"A"
"USGS","02335000",1995-05-31,3260,"A"
"USGS","02335000",1995-06-01,2090,"A"
"USGS","02335000",1995-06-02,3020,"A"
"USGS","02335000",1995-06-03,1720,"A"
"USGS","02335000",1995-06-04,837,"A"
"USGS","02335000",1995-06-05,2190,"A"
"USGS","02335000",1995-06-06,2850,"A"
"USGS","02335000",1995-06-07,2850,"A"
"USGS","02335000",1995-06-08,2800,"A"
"USGS","02335000",1995-06-09,2840,"A"
"USGS","02335000",1995-06-10,1670,"A"
"USGS","02335000",1995-06-11,900,"A"
"USGS","02335000",1995-06-12,2020,"A"
"USGS","02335000",1995-06-13,1370,"A"
"USGS","02335000",1995-06-14,1420,"A"
"USGS","02335000",1995-06-15,1400,"A"
"USGS","02335000",1995-06-16,1400,"A"
"USGS","02335000",1995-06-17,1100,"A"
"USGS","02335000",1995-06-18,871,"A"
"USGS","02335000",1995-06-19,1460,"A"
"USGS","02335000",1995-06-20,1660,"A"
"USGS","02335000",1995-06-21,1420,"A"
"USGS","02335000",1995-06-22,1410,"A"
"USGS","02335000",1995-06-23,1400,"A"
"USGS","02335000",1995-06-24,1040,"A"
"USGS","02335000",1995-06-25,1130,"A"
"USGS","02335000",1995-06-26,2780,"A"
"USGS","02335000",1995-06-27,2980,"A"
"USGS","02335000",1995-06-28,2460,"A"
"USGS","02335000",1995-06-29,3370,"A"
"USGS","02335000",1995-06-30,2990,"A"
"USGS","02335000",1995-07-01,1420,"A"
"USGS","02335000",1995-07-02,929,"A"
"USGS","02335000",1995-07-03,2660,"A"
"USGS","02335000",1995-07-04,3230,"A"
"USGS","02335000",1995-07-05,3250,"A"
"USGS","02335000",1995-07-06,3230,"A"
"USGS","02335000",1995-07-07,3270,"A"
"USGS","02335000",1995-07-08,1420,"A"
"USGS","02335000",1995-07-09,801,"A"
"USGS","02335000",1995-07-10,2750,"A"
"USGS","02335000",1995-07-11,3240,"A"
"USGS","02335000",1995-07-12,3230,"A"
"USGS","02335000",1995-07-13,3250,"A"
"USGS","02335000",1995-07-14,3250,"A"
"USGS","02335000",1995-07-15,1450,"A"
"USGS","02335000",1995-07-16,815,"A"
"USGS","02335000",1995-07-17,2050,"A"
"USGS","02335000",1995-07-18,2150,"A"
"USGS","02335000",1995-07-19,2100,"A"
"USGS","02335000",1995-07-20,2180,"A"
"USGS","02335000",1995-07-21,2120,"A"
"USGS","02335000",1995-07-22,1320,"A"
"USGS","02335000",1995-07-23,1040,"A"
"USGS","02335000",1995-07-24,1800,"A"
"USGS","02335000",1995-07-25,2050,"A"
"USGS","02335000",1995-07-26,2240,"A"
"USGS","02335000",1995-07-27,2140,"A"
"USGS","02335000",1995-07-28,2140,"A"
"USGS","02335000",1995-07-29,1360,"A"
"USGS","02335000",1995-07-30,816,"A"
"USGS","02335000",1995-07-31,2580,"A"
"USGS","02335000",1995-08-01,3230,"A"
"USGS","02335000",1995-08-02,3250,"A"
"USGS","02335000",1995-08-03,3200,"A"
"USGS","02335000",1995-08-04,3240,"A"
"USGS","02335000",1995-08-05,1750,"A"
"USGS","02335000",1995-08-06,1050,"A"
"USGS","02335000",1995-08-07,2300,"A"
"USGS","02335000",1995-08-08,3360,"A"
"USGS","02335000",1995-08-09,3380,"A"
"USGS","02335000",1995-08-10,3290,"A"
"USGS","02335000",1995-08-11,3290,"A"
"USGS","02335000",1995-08-12,1790,"A"
"USGS","02335000",1995-08-13,998,"A"
"USGS","02335000",1995-08-14,1810,"A"
"USGS","02335000",1995-08-15,2570,"A"
"USGS","02335000",1995-08-16,3290,"A"
"USGS","02335000",1995-08-17,3800,"A"
"USGS","02335000",1995-08-18,2370,"A"
"USGS","02335000",1995-08-19,1320,"A"
"USGS","02335000",1995-08-20,1030,"A"
"USGS","02335000",1995-08-21,1930,"A"
"USGS","02335000",1995-08-22,2210,"A"
"USGS","02335000",1995-08-23,2360,"A"
"USGS","02335000",1995-08-24,2360,"A"
"USGS","02335000",1995-08-25,2190,"A"
"USGS","02335000",1995-08-26,1680,"A"
"USGS","02335000",1995-08-27,1330,"A"
"USGS","02335000",1995-08-28,1320,"A"
"USGS","02335000",1995-08-29,1480,"A"
"USGS","02335000",1995-08-30,1430,"A"
"USGS","02335000",1995-08-31,1430,"A"
"USGS","02335000",1995-09-01,1420,"A"
"USGS","02335000",1995-09-02,953,"A"
"USGS","02335000",1995-09-03,839,"A"
"USGS","02335000",1995-09-04,1940,"A"
"USGS","02335000",1995-09-05,2170,"A"
"USGS","02335000",1995-09-06,1940,"A"
"USGS","02335000",1995-09-07,2130,"A"
"USGS","02335000",1995-09-08,2180,"A"
"USGS","02335000",1995-09-09,1450,"A"
"USGS","02335000",1995-09-10,888,"A"
"USGS","02335000",1995-09-11,2380,"A"
"USGS","02335000",1995-09-12,2910,"A"
"USGS","02335000",1995-09-13,3230,"A"
"USGS","02335000",1995-09-14,4360,"A"
"USGS","02335000",1995-09-15,4110,"A"
"USGS","02335000",1995-09-16,2360,"A"
"USGS","02335000",1995-09-17,1130,"A"
"USGS","02335000",1995-09-18,3510,"A"
"USGS","02335000",1995-09-19,4050,"A"
"USGS","02335000",1995-09-20,4080,"A"
"USGS","02335000",1995-09-21,4100,"A"
"USGS","02335000",1995-09-22,4100,"A"
"USGS","02335000",1995-09-23,1530,"A"
"USGS","02335000",1995-09-24,782,"A"
"USGS","02335000",1995-09-25,2590,"A"
"USGS","02335000",1995-09-26,2980,"A"
"USGS","02335000",1995-09-27,2970,"A"
"USGS","02335000",1995-09-28,3010,"A"
"USGS","02335000",1995-09-29,3010,"A"
"USGS","02335000",1995-09-30,1430,"A"
"USGS","02335000",1995-10-01,851,"A"
"USGS","02335000",1995-10-02,1790,"A"
"USGS","02335000",1995-10-03,2290,"A"
"USGS","02335000",1995-10-04,5260,"A"
"USGS","02335000",1995-10-05,6880,"A"
"USGS","02335000",1995-10-06,3250,"A"
"USGS","02335000",1995-10-07,1540,"A"
"USGS","02335000",1995-10-08,828,"A"
"USGS","02335000",1995-10-09,899,"A"
"USGS","02335000",1995-10-10,1510,"A"
"USGS","02335000",1995-10-11,1500,"A"
"USGS","02335000",1995-10-12,1690,"A"
"USGS","02335000",1995-10-13,1490,"A"
"USGS","02335000",1995-10-14,1420,"A"
"USGS","02335000",1995-10-15,1010,"A"
"USGS","02335000",1995-10-16,1620,"A"
"USGS","02335000",1995-10-17,2290,"A"
"USGS","02335000",1995-10-18,2310,"A"
"USGS","02335000",1995-10-19,2290,"A"
"USGS","02335000",1995-10-20,2290,"A"
"USGS","02335000",1995-10-21,1750,"A"
"USGS","02335000",1995-10-22,1420,"A"
"USGS","02335000",1995-10-23,984,"A"
"USGS","02335000",1995-10-24,1480,"A"
"USGS","02335000",1995-10-25,1460,"A"
"USGS","02335000",1995-10-26,1460,"A"
"USGS","02335000",1995-10-27,1490,"A"
"USGS","02335000",1995-10-28,1380,"A"
"USGS","02335000",1995-10-29,781,"A"
"USGS","02335000",1995-10-30,1110,"A"
"USGS","02335000",1995-10-31,1480,"A"
"USGS","02335000",1995-11-01,1130,"A"
"USGS","02335000",1995-11-02,1890,"A"
"USGS","02335000",1995-11-03,2560,"A"
"USGS","02335000",1995-11-04,925,"A"
"USGS","02335000",1995-11-05,816,"A"
"USGS","02335000",1995-11-06,1590,"A"
"USGS","02335000",1995-11-07,3830,"A"
"USGS","02335000",1995-11-08,3490,"A"
"USGS","02335000",1995-11-09,2780,"A"
"USGS","02335000",1995-11-10,1430,"A"
"USGS","02335000",1995-11-11,2440,"A"
"USGS","02335000",1995-11-12,1580,"A"
"USGS","02335000",1995-11-13,1650,"A"
"USGS","02335000",1995-11-14,1110,"A"
"USGS","02335000",1995-11-15,1560,"A"
"USGS","02335000",1995-11-16,1540,"A"
"USGS","02335000",1995-11-17,1520,"A"
"USGS","02335000",1995-11-18,1330,"A"
"USGS","02335000",1995-11-19,825,"A"
"USGS","02335000",1995-11-20,1760,"A"
"USGS","02335000",1995-11-21,2610,"A"
"USGS","02335000",1995-11-22,2600,"A"
"USGS","02335000",1995-11-23,2610,"A"
"USGS","02335000",1995-11-24,2610,"A"
"USGS","02335000",1995-11-25,1620,"A"
"USGS","02335000",1995-11-26,1060,"A"
"USGS","02335000",1995-11-27,2240,"A"
"USGS","02335000",1995-11-28,2320,"A"
"USGS","02335000",1995-11-29,2400,"A"
"USGS","02335000",1995-11-30,2310,"A"
"USGS","02335000",1995-12-01,2290,"A"
"USGS","02335000",1995-12-02,1050,"A"
"USGS","02335000",1995-12-03,1320,"A"
"USGS","02335000",1995-12-04,1240,"A"
"USGS","02335000",1995-12-05,1480,"A"
"USGS","02335000",1995-12-06,1450,"A"
"USGS","02335000",1995-12-07,2010,"A"
"USGS","02335000",1995-12-08,1840,"A"
"USGS","02335000",1995-12-09,1960,"A"
"USGS","02335000",1995-12-10,956,"A"
"USGS","02335000",1995-12-11,1790,"A"
"USGS","02335000",1995-12-12,1520,"A"
"USGS","02335000",1995-12-13,1510,"A"
"USGS","02335000",1995-12-14,1500,"A"
"USGS","02335000",1995-12-15,1500,"A"
"USGS","02335000",1995-12-16,808,"A"
"USGS","02335000",1995-12-17,1070,"A"
"USGS","02335000",1995-12-18,1490,"A"
"USGS","02335000",1995-12-19,2200,"A"
"USGS","02335000",1995-12-20,1720,"A"
"USGS","02335000",1995-12-21,1610,"A"
"USGS","02335000",1995-12-22,1550,"A"
"USGS","02335000",1995-12-23,832,"A"
"USGS","02335000",1995-12-24,857,"A"
"USGS","02335000",1995-12-25,2860,"A"
"USGS","02335000",1995-12-26,5220,"A"
"USGS","02335000",1995-12-27,4630,"A"
"USGS","02335000",1995-12-28,4620,"A"
"USGS","02335000",1995-12-29,4620,"A"
"USGS","02335000",1995-12-30,2190,"A"
"USGS","02335000",1995-12-31,854,"A"
"USGS","02335000",1996-01-01,1130,"A"
"USGS","02335000",1996-01-02,1520,"A"
"USGS","02335000",1996-01-03,965,"A"
"USGS","02335000",1996-01-04,2100,"A"
"USGS","02335000",1996-01-05,1500,"A"
"USGS","02335000",1996-01-06,937,"A"
"USGS","02335000",1996-01-07,1430,"A"
"USGS","02335000",1996-01-08,1980,"A"
"USGS","02335000",1996-01-09,1610,"A"
"USGS","02335000",1996-01-10,1580,"A"
"USGS","02335000",1996-01-11,1560,"A"
"USGS","02335000",1996-01-12,2780,"A"
"USGS","02335000",1996-01-13,2070,"A"
"USGS","02335000",1996-01-14,885,"A"
"USGS","02335000",1996-01-15,2930,"A"
"USGS","02335000",1996-01-16,3830,"A"
"USGS","02335000",1996-01-17,3840,"A"
"USGS","02335000",1996-01-18,3980,"A"
"USGS","02335000",1996-01-19,5650,"A"
"USGS","02335000",1996-01-20,2770,"A"
"USGS","02335000",1996-01-21,1230,"A"
"USGS","02335000",1996-01-22,2480,"A"
"USGS","02335000",1996-01-23,4250,"A"
"USGS","02335000",1996-01-24,4150,"A"
"USGS","02335000",1996-01-25,4100,"A"
"USGS","02335000",1996-01-26,3980,"A"
"USGS","02335000",1996-01-27,6990,"A"
"USGS","02335000",1996-01-28,6550,"A"
"USGS","02335000",1996-01-29,7960,"A"
"USGS","02335000",1996-01-30,8280,"A"
"USGS","02335000",1996-01-31,7480,"A"
"USGS","02335000",1996-02-01,7860,"A"
"USGS","02335000",1996-02-02,5400,"A"
"USGS","02335000",1996-02-03,5300,"A"
"USGS","02335000",1996-02-04,6600,"A"
"USGS","02335000",1996-02-05,8410,"A"
"USGS","02335000",1996-02-06,8210,"A"
"USGS","02335000",1996-02-07,8190,"A"
"USGS","02335000",1996-02-08,8220,"A"
"USGS","02335000",1996-02-09,8650,"A"
"USGS","02335000",1996-02-10,8670,"A"
"USGS","02335000",1996-02-11,8670,"A"
"USGS","02335000",1996-02-12,8650,"A"
"USGS","02335000",1996-02-13,8640,"A"
"USGS","02335000",1996-02-14,8660,"A"
"USGS","02335000",1996-02-15,8670,"A"
"USGS","02335000",1996-02-16,8670,"A"
"USGS","02335000",1996-02-17,8700,"A"
"USGS","02335000",1996-02-18,8640,"A"
"USGS","02335000",1996-02-19,7320,"A"
"USGS","02335000",1996-02-20,4970,"A"
"USGS","02335000",1996-02-21,6730,"A"
"USGS","02335000",1996-02-22,6710,"A"
"USGS","02335000",1996-02-23,6730,"A"
"USGS","02335000",1996-02-24,3560,"A"
"USGS","02335000",1996-02-25,3030,"A"
"USGS","02335000",1996-02-26,3020,"A"
"USGS","02335000",1996-02-27,3400,"A"
"USGS","02335000",1996-02-28,3400,"A"
"USGS","02335000",1996-02-29,3420,"A"
"USGS","02335000",1996-03-01,3380,"A"
"USGS","02335000",1996-03-02,2470,"A"
"USGS","02335000",1996-03-03,827,"A"
"USGS","02335000",1996-03-04,2110,"A"
"USGS","02335000",1996-03-05,2940,"A"
"USGS","02335000",1996-03-06,5580,"A"
"USGS","02335000",1996-03-07,4940,"A"
"USGS","02335000",1996-03-08,4800,"A"
"USGS","02335000",1996-03-09,8880,"A"
"USGS","02335000",1996-03-10,8630,"A"
"USGS","02335000",1996-03-11,8660,"A"
"USGS","02335000",1996-03-12,8600,"A"
"USGS","02335000",1996-03-13,8640,"A"
"USGS","02335000",1996-03-14,8580,"A"
"USGS","02335000",1996-03-15,7060,"A"
"USGS","02335000",1996-03-16,5020,"A"
"USGS","02335000",1996-03-17,1480,"A"
"USGS","02335000",1996-03-18,4430,"A"
"USGS","02335000",1996-03-19,4650,"A"
"USGS","02335000",1996-03-20,7040,"A"
"USGS","02335000",1996-03-21,7150,"A"
"USGS","02335000",1996-03-22,6840,"A"
"USGS","02335000",1996-03-23,1620,"A"
"USGS","02335000",1996-03-24,867,"A"
"USGS","02335000",1996-03-25,2340,"A"
"USGS","02335000",1996-03-26,4550,"A"
"USGS","02335000",1996-03-27,3110,"A"
"USGS","02335000",1996-03-28,1570,"A"
"USGS","02335000",1996-03-29,6370,"A"
"USGS","02335000",1996-03-30,2130,"A"
"USGS","02335000",1996-03-31,955,"A"
"USGS","02335000",1996-04-01,1160,"A"
"USGS","02335000",1996-04-02,1970,"A"
"USGS","02335000",1996-04-03,1950,"A"
"USGS","02335000",1996-04-04,1920,"A"
"USGS","02335000",1996-04-05,2780,"A"
"USGS","02335000",1996-04-06,915,"A"
"USGS","02335000",1996-04-07,856,"A"
"USGS","02335000",1996-04-08,2550,"A"
"USGS","02335000",1996-04-09,2670,"A"
"USGS","02335000",1996-04-10,2650,"A"
"USGS","02335000",1996-04-11,2660,"A"
"USGS","02335000",1996-04-12,2670,"A"
"USGS","02335000",1996-04-13,1400,"A"
"USGS","02335000",1996-04-14,821,"A"
"USGS","02335000",1996-04-15,2190,"A"
"USGS","02335000",1996-04-16,3020,"A"
"USGS","02335000",1996-04-17,3580,"A"
"USGS","02335000",1996-04-18,3750,"A"
"USGS","02335000",1996-04-19,3600,"A"
"USGS","02335000",1996-04-20,2200,"A"
"USGS","02335000",1996-04-21,1530,"A"
"USGS","02335000",1996-04-22,2780,"A"
"USGS","02335000",1996-04-23,4190,"A"
"USGS","02335000",1996-04-24,4040,"A"
"USGS","02335000",1996-04-25,4020,"A"
"USGS","02335000",1996-04-26,4340,"A"
"USGS","02335000",1996-04-27,2480,"A"
"USGS","02335000",1996-04-28,3200,"A"
"USGS","02335000",1996-04-29,3250,"A"
"USGS","02335000",1996-04-30,3090,"A"
"USGS","02335000",1996-05-01,4510,"A"
"USGS","02335000",1996-05-02,4140,"A"
"USGS","02335000",1996-05-03,6380,"A"
"USGS","02335000",1996-05-04,2350,"A"
"USGS","02335000",1996-05-05,2610,"A"
"USGS","02335000",1996-05-06,4450,"A"
"USGS","02335000",1996-05-07,4340,"A"
"USGS","02335000",1996-05-08,4090,"A"
"USGS","02335000",1996-05-09,4060,"A"
"USGS","02335000",1996-05-10,4080,"A"
"USGS","02335000",1996-05-11,2270,"A"
"USGS","02335000",1996-05-12,905,"A"
"USGS","02335000",1996-05-13,2230,"A"
"USGS","02335000",1996-05-14,2850,"A"
"USGS","02335000",1996-05-15,2590,"A"
"USGS","02335000",1996-05-16,2590,"A"
"USGS","02335000",1996-05-17,2570,"A"
"USGS","02335000",1996-05-18,1130,"A"
"USGS","02335000",1996-05-19,1450,"A"
"USGS","02335000",1996-05-20,2890,"A"
"USGS","02335000",1996-05-21,3640,"A"
"USGS","02335000",1996-05-22,4170,"A"
"USGS","02335000",1996-05-23,3640,"A"
"USGS","02335000",1996-05-24,3680,"A"
"USGS","02335000",1996-05-25,1930,"A"
"USGS","02335000",1996-05-26,1140,"A"
"USGS","02335000",1996-05-27,3640,"A"
"USGS","02335000",1996-05-28,2460,"A"
"USGS","02335000",1996-05-29,2220,"A"
"USGS","02335000",1996-05-30,2190,"A"
"USGS","02335000",1996-05-31,2160,"A"
"USGS","02335000",1996-06-01,1310,"A"
"USGS","02335000",1996-06-02,857,"A"
"USGS","02335000",1996-06-03,3110,"A"
"USGS","02335000",1996-06-04,2290,"A"
"USGS","02335000",1996-06-05,3510,"A"
"USGS","02335000",1996-06-06,3620,"A"
"USGS","02335000",1996-06-07,3630,"A"
"USGS","02335000",1996-06-08,1460,"A"
"USGS","02335000",1996-06-09,1290,"A"
"USGS","02335000",1996-06-10,3130,"A"
"USGS","02335000",1996-06-11,3720,"A"
"USGS","02335000",1996-06-12,3690,"A"
"USGS","02335000",1996-06-13,3890,"A"
"USGS","02335000",1996-06-14,3760,"A"
"USGS","02335000",1996-06-15,1670,"A"
"USGS","02335000",1996-06-16,805,"A"
"USGS","02335000",1996-06-17,1730,"A"
"USGS","02335000",1996-06-18,2160,"A"
"USGS","02335000",1996-06-19,2170,"A"
"USGS","02335000",1996-06-20,2150,"A"
"USGS","02335000",1996-06-21,2370,"A"
"USGS","02335000",1996-06-22,1620,"A"
"USGS","02335000",1996-06-23,957,"A"
"USGS","02335000",1996-06-24,2020,"A"
"USGS","02335000",1996-06-25,2730,"A"
"USGS","02335000",1996-06-26,2740,"A"
"USGS","02335000",1996-06-27,2500,"A"
"USGS","02335000",1996-06-28,2490,"A"
"USGS","02335000",1996-06-29,1310,"A"
"USGS","02335000",1996-06-30,864,"A"
"USGS","02335000",1996-07-01,2330,"A"
"USGS","02335000",1996-07-02,2840,"A"
"USGS","02335000",1996-07-03,2870,"A"
"USGS","02335000",1996-07-04,2860,"A"
"USGS","02335000",1996-07-05,2010,"A"
"USGS","02335000",1996-07-06,1060,"A"
"USGS","02335000",1996-07-07,1060,"A"
"USGS","02335000",1996-07-08,3040,"A"
"USGS","02335000",1996-07-09,3690,"A"
"USGS","02335000",1996-07-10,3680,"A"
"USGS","02335000",1996-07-11,3470,"A"
"USGS","02335000",1996-07-12,3460,"A"
"USGS","02335000",1996-07-13,1380,"A"
"USGS","02335000",1996-07-14,1150,"A"
"USGS","02335000",1996-07-15,2480,"A"
"USGS","02335000",1996-07-16,2890,"A"
"USGS","02335000",1996-07-17,2900,"A"
"USGS","02335000",1996-07-18,2930,"A"
"USGS","02335000",1996-07-19,2880,"A"
"USGS","02335000",1996-07-20,1350,"A"
"USGS","02335000",1996-07-21,1090,"A"
"USGS","02335000",1996-07-22,1740,"A"
"USGS","02335000",1996-07-23,1760,"A"
"USGS","02335000",1996-07-24,1760,"A"
"USGS","02335000",1996-07-25,1770,"A"
"USGS","02335000",1996-07-26,1780,"A"
"USGS","02335000",1996-07-27,1060,"A"
"USGS","02335000",1996-07-28,1150,"A"
"USGS","02335000",1996-07-29,1610,"A"
"USGS","02335000",1996-07-30,2320,"A"
"USGS","02335000",1996-07-31,2550,"A"
"USGS","02335000",1996-08-01,2600,"A"
"USGS","02335000",1996-08-02,2570,"A"
"USGS","02335000",1996-08-03,1340,"A"
"USGS","02335000",1996-08-04,1230,"A"
"USGS","02335000",1996-08-05,2890,"A"
"USGS","02335000",1996-08-06,3650,"A"
"USGS","02335000",1996-08-07,3680,"A"
"USGS","02335000",1996-08-08,3760,"A"
"USGS","02335000",1996-08-09,3670,"A"
"USGS","02335000",1996-08-10,1640,"A"
"USGS","02335000",1996-08-11,1160,"A"
"USGS","02335000",1996-08-12,3170,"A"
"USGS","02335000",1996-08-13,3680,"A"
"USGS","02335000",1996-08-14,3660,"A"
"USGS","02335000",1996-08-15,3530,"A"
"USGS","02335000",1996-08-16,3640,"A"
"USGS","02335000",1996-08-17,1630,"A"
"USGS","02335000",1996-08-18,1090,"A"
"USGS","02335000",1996-08-19,2350,"A"
"USGS","02335000",1996-08-20,2920,"A"
"USGS","02335000",1996-08-21,2920,"A"
"USGS","02335000",1996-08-22,2930,"A"
"USGS","02335000",1996-08-23,2930,"A"
"USGS","02335000",1996-08-24,1560,"A"
"USGS","02335000",1996-08-25,1150,"A"
"USGS","02335000",1996-08-26,1890,"A"
"USGS","02335000",1996-08-27,2480,"A"
"USGS","02335000",1996-08-28,2140,"A"
"USGS","02335000",1996-08-29,2210,"A"
"USGS","02335000",1996-08-30,2190,"A"
"USGS","02335000",1996-08-31,1150,"A"
