"agency_cd","site_no","Date","X_00060_00003","X_00060_00003_cd"
"USGS","02335000",2007-04-17,1180,"A"
"USGS","02335000",2007-04-18,791,"A"
"USGS","02335000",2007-04-19,1580,"A"
"USGS","02335000",2007-04-20,1150,"A"
"USGS","02335000",2007-04-21,754,"A"
"USGS","02335000",2007-04-22,742,"A"
"USGS","02335000",2007-04-23,820,"A"
"USGS","02335000",2007-04-24,1000,"A"
"USGS","02335000",2007-04-25,1480,"A"
"USGS","02335000",2007-04-26,1020,"A"
"USGS","02335000",2007-04-27,1220,"A"
"USGS","02335000",2007-04-28,956,"A"
"USGS","02335000",2007-04-29,752,"A"
"USGS","02335000",2007-04-30,748,"A"
"USGS","02335000",2007-05-01,1400,"A"
"USGS","02335000",2007-05-02,998,"A"
"USGS","02335000",2007-05-03,1080,"A"
"USGS","02335000",2007-05-04,968,"A"
"USGS","02335000",2007-05-05,1180,"A"
"USGS","02335000",2007-05-06,779,"A"
"USGS","02335000",2007-05-07,897,"A"
"USGS","02335000",2007-05-08,958,"A"
"USGS","02335000",2007-05-09,1200,"A"
"USGS","02335000",2007-05-10,993,"A"
"USGS","02335000",2007-05-11,1320,"A"
"USGS","02335000",2007-05-12,932,"A"
"USGS","02335000",2007-05-13,740,"A"
"USGS","02335000",2007-05-14,839,"A"
"USGS","02335000",2007-05-15,1180,"A"
"USGS","02335000",2007-05-16,1090,"A"
"USGS","02335000",2007-05-17,1120,"A"
"USGS","02335000",2007-05-18,1110,"A"
"USGS","02335000",2007-05-19,942,"A"
"USGS","02335000",2007-05-20,709,"A"
"USGS","02335000",2007-05-21,830,"A"
"USGS","02335000",2007-05-22,1240,"A"
"USGS","02335000",2007-05-23,1290,"A"
"USGS","02335000",2007-05-24,1320,"A"
"USGS","02335000",2007-05-25,1600,"A"
"USGS","02335000",2007-05-26,1200,"A"
"USGS","02335000",2007-05-27,1090,"A"
"USGS","02335000",2007-05-28,1450,"A"
"USGS","02335000",2007-05-29,2310,"A"
"USGS","02335000",2007-05-30,2320,"A"
"USGS","02335000",2007-05-31,2420,"A"
"USGS","02335000",2007-06-01,2460,"A"
"USGS","02335000",2007-06-02,1230,"A"
"USGS","02335000",2007-06-03,763,"A"
"USGS","02335000",2007-06-04,1370,"A"
"USGS","02335000",2007-06-05,1830,"A"
"USGS","02335000",2007-06-06,2130,"A"
"USGS","02335000",2007-06-07,2170,"A"
"USGS","02335000",2007-06-08,2160,"A"
"USGS","02335000",2007-06-09,1400,"A"
"USGS","02335000",2007-06-10,1290,"A"
"USGS","02335000",2007-06-11,1490,"A"
"USGS","02335000",2007-06-12,2180,"A"
"USGS","02335000",2007-06-13,2300,"A"
"USGS","02335000",2007-06-14,2240,"A"
"USGS","02335000",2007-06-15,2230,"A"
"USGS","02335000",2007-06-16,1450,"A"
"USGS","02335000",2007-06-17,848,"A"
"USGS","02335000",2007-06-18,1700,"A"
"USGS","02335000",2007-06-19,1850,"A"
"USGS","02335000",2007-06-20,1600,"A"
"USGS","02335000",2007-06-21,1510,"A"
"USGS","02335000",2007-06-22,1510,"A"
"USGS","02335000",2007-06-23,1100,"A"
"USGS","02335000",2007-06-24,720,"A"
"USGS","02335000",2007-06-25,1220,"A"
"USGS","02335000",2007-06-26,1270,"A"
"USGS","02335000",2007-06-27,1320,"A"
"USGS","02335000",2007-06-28,1420,"A"
"USGS","02335000",2007-06-29,1250,"A"
"USGS","02335000",2007-06-30,1230,"A"
"USGS","02335000",2007-07-01,737,"A"
"USGS","02335000",2007-07-02,1870,"A"
"USGS","02335000",2007-07-03,1330,"A"
"USGS","02335000",2007-07-04,1040,"A"
"USGS","02335000",2007-07-05,1660,"A"
"USGS","02335000",2007-07-06,1520,"A"
"USGS","02335000",2007-07-07,1090,"A"
"USGS","02335000",2007-07-08,647,"A"
"USGS","02335000",2007-07-09,1230,"A"
"USGS","02335000",2007-07-10,1460,"A"
"USGS","02335000",2007-07-11,1440,"A"
"USGS","02335000",2007-07-12,1510,"A"
"USGS","02335000",2007-07-13,1490,"A"
"USGS","02335000",2007-07-14,1080,"A"
"USGS","02335000",2007-07-15,960,"A"
"USGS","02335000",2007-07-16,1520,"A"
"USGS","02335000",2007-07-17,1520,"A"
"USGS","02335000",2007-07-18,1620,"A"
"USGS","02335000",2007-07-19,1480,"A"
"USGS","02335000",2007-07-20,1450,"A"
"USGS","02335000",2007-07-21,1080,"A"
"USGS","02335000",2007-07-22,1060,"A"
"USGS","02335000",2007-07-23,1170,"A"
"USGS","02335000",2007-07-24,1450,"A"
"USGS","02335000",2007-07-25,1660,"A"
"USGS","02335000",2007-07-26,1910,"A"
"USGS","02335000",2007-07-27,1720,"A"
"USGS","02335000",2007-07-28,1240,"A"
"USGS","02335000",2007-07-29,1030,"A"
"USGS","02335000",2007-07-30,1240,"A"
"USGS","02335000",2007-07-31,1380,"A"
"USGS","02335000",2007-08-01,1550,"A"
"USGS","02335000",2007-08-02,1460,"A"
"USGS","02335000",2007-08-03,1420,"A"
"USGS","02335000",2007-08-04,1090,"A"
"USGS","02335000",2007-08-05,1020,"A"
"USGS","02335000",2007-08-06,1040,"A"
"USGS","02335000",2007-08-07,1650,"A"
"USGS","02335000",2007-08-08,1480,"A"
"USGS","02335000",2007-08-09,1550,"A"
"USGS","02335000",2007-08-10,1180,"A"
"USGS","02335000",2007-08-11,995,"A"
"USGS","02335000",2007-08-12,794,"A"
"USGS","02335000",2007-08-13,2130,"A"
"USGS","02335000",2007-08-14,1460,"A"
"USGS","02335000",2007-08-15,1370,"A"
"USGS","02335000",2007-08-16,1330,"A"
"USGS","02335000",2007-08-17,1400,"A"
"USGS","02335000",2007-08-18,1080,"A"
"USGS","02335000",2007-08-19,1110,"A"
"USGS","02335000",2007-08-20,1490,"A"
"USGS","02335000",2007-08-21,1310,"A"
"USGS","02335000",2007-08-22,1400,"A"
"USGS","02335000",2007-08-23,1530,"A"
"USGS","02335000",2007-08-24,1620,"A"
"USGS","02335000",2007-08-25,1090,"A"
"USGS","02335000",2007-08-26,1340,"A"
"USGS","02335000",2007-08-27,1960,"A"
"USGS","02335000",2007-08-28,1930,"A"
"USGS","02335000",2007-08-29,1690,"A"
"USGS","02335000",2007-08-30,1950,"A"
"USGS","02335000",2007-08-31,2180,"A"
"USGS","02335000",2007-09-01,1200,"A"
"USGS","02335000",2007-09-02,944,"A"
"USGS","02335000",2007-09-03,2310,"A"
"USGS","02335000",2007-09-04,1770,"A"
"USGS","02335000",2007-09-05,1640,"A"
"USGS","02335000",2007-09-06,1970,"A"
"USGS","02335000",2007-09-07,1830,"A"
"USGS","02335000",2007-09-08,1240,"A"
"USGS","02335000",2007-09-09,1160,"A"
"USGS","02335000",2007-09-10,1780,"A"
"USGS","02335000",2007-09-11,1740,"A"
"USGS","02335000",2007-09-12,1940,"A"
"USGS","02335000",2007-09-13,1960,"A"
"USGS","02335000",2007-09-14,2420,"A"
"USGS","02335000",2007-09-15,1480,"A"
"USGS","02335000",2007-09-16,1480,"A e"
"USGS","02335000",2007-09-17,2140,"A"
"USGS","02335000",2007-09-18,2080,"A"
"USGS","02335000",2007-09-19,1480,"A"
"USGS","02335000",2007-09-20,1620,"A"
"USGS","02335000",2007-09-21,1780,"A"
"USGS","02335000",2007-09-22,1340,"A"
"USGS","02335000",2007-09-23,1180,"A"
"USGS","02335000",2007-09-24,1580,"A"
"USGS","02335000",2007-09-25,1610,"A"
"USGS","02335000",2007-09-26,1580,"A"
"USGS","02335000",2007-09-27,1570,"A"
"USGS","02335000",2007-09-28,1470,"A"
"USGS","02335000",2007-09-29,1370,"A"
"USGS","02335000",2007-09-30,1240,"A"
"USGS","02335000",2007-10-01,1450,"A"
"USGS","02335000",2007-10-02,1580,"A"
"USGS","02335000",2007-10-03,1570,"A"
"USGS","02335000",2007-10-04,1720,"A"
"USGS","02335000",2007-10-05,1770,"A"
"USGS","02335000",2007-10-06,1540,"A"
"USGS","02335000",2007-10-07,1180,"A"
"USGS","02335000",2007-10-08,1730,"A"
"USGS","02335000",2007-10-09,1920,"A"
"USGS","02335000",2007-10-10,2120,"A"
"USGS","02335000",2007-10-11,2160,"A"
"USGS","02335000",2007-10-12,3100,"A"
"USGS","02335000",2007-10-13,1660,"A"
"USGS","02335000",2007-10-14,1330,"A"
"USGS","02335000",2007-10-15,2470,"A"
"USGS","02335000",2007-10-16,3200,"A"
"USGS","02335000",2007-10-17,2870,"A"
"USGS","02335000",2007-10-18,3240,"A"
"USGS","02335000",2007-10-19,2560,"A"
"USGS","02335000",2007-10-20,2060,"A"
"USGS","02335000",2007-10-21,1200,"A"
"USGS","02335000",2007-10-22,1370,"A"
"USGS","02335000",2007-10-23,1830,"A"
"USGS","02335000",2007-10-24,1570,"A"
"USGS","02335000",2007-10-25,1550,"A"
"USGS","02335000",2007-10-26,2190,"A"
"USGS","02335000",2007-10-27,907,"A"
"USGS","02335000",2007-10-28,1150,"A"
"USGS","02335000",2007-10-29,1120,"A"
"USGS","02335000",2007-10-30,1460,"A"
"USGS","02335000",2007-10-31,1270,"A"
"USGS","02335000",2007-11-01,1450,"A"
"USGS","02335000",2007-11-02,1470,"A"
"USGS","02335000",2007-11-03,1760,"A"
"USGS","02335000",2007-11-04,1090,"A"
"USGS","02335000",2007-11-05,2260,"A"
"USGS","02335000",2007-11-06,2990,"A"
"USGS","02335000",2007-11-07,3520,"A"
"USGS","02335000",2007-11-08,3700,"A"
"USGS","02335000",2007-11-09,3680,"A"
"USGS","02335000",2007-11-10,2300,"A"
"USGS","02335000",2007-11-11,1450,"A"
"USGS","02335000",2007-11-12,2370,"A"
"USGS","02335000",2007-11-13,3050,"A"
"USGS","02335000",2007-11-14,3250,"A"
"USGS","02335000",2007-11-15,4470,"A"
"USGS","02335000",2007-11-16,3450,"A"
"USGS","02335000",2007-11-17,2030,"A"
"USGS","02335000",2007-11-18,750,"A"
"USGS","02335000",2007-11-19,1280,"A"
"USGS","02335000",2007-11-20,2990,"A"
"USGS","02335000",2007-11-21,1930,"A"
"USGS","02335000",2007-11-22,3050,"A"
"USGS","02335000",2007-11-23,3160,"A"
"USGS","02335000",2007-11-24,983,"A"
"USGS","02335000",2007-11-25,732,"A"
"USGS","02335000",2007-11-26,1150,"A"
"USGS","02335000",2007-11-27,1530,"A"
"USGS","02335000",2007-11-28,1820,"A"
"USGS","02335000",2007-11-29,1100,"A"
"USGS","02335000",2007-11-30,1450,"A"
"USGS","02335000",2007-12-01,908,"A"
"USGS","02335000",2007-12-02,726,"A"
"USGS","02335000",2007-12-03,931,"A"
"USGS","02335000",2007-12-04,1840,"A"
"USGS","02335000",2007-12-05,1300,"A"
"USGS","02335000",2007-12-06,1280,"A"
"USGS","02335000",2007-12-07,1360,"A"
"USGS","02335000",2007-12-08,747,"A"
"USGS","02335000",2007-12-09,891,"A"
"USGS","02335000",2007-12-10,1220,"A"
"USGS","02335000",2007-12-11,950,"A"
"USGS","02335000",2007-12-12,1320,"A"
"USGS","02335000",2007-12-13,1290,"A"
"USGS","02335000",2007-12-14,1840,"A"
"USGS","02335000",2007-12-15,802,"A"
"USGS","02335000",2007-12-16,988,"A"
"USGS","02335000",2007-12-17,1470,"A"
"USGS","02335000",2007-12-18,1120,"A"
"USGS","02335000",2007-12-19,1100,"A"
"USGS","02335000",2007-12-20,1020,"A"
"USGS","02335000",2007-12-21,923,"A"
"USGS","02335000",2007-12-22,713,"A"
"USGS","02335000",2007-12-23,985,"A"
"USGS","02335000",2007-12-24,975,"A"
"USGS","02335000",2007-12-25,1060,"A"
"USGS","02335000",2007-12-26,1400,"A"
"USGS","02335000",2007-12-27,1110,"A"
"USGS","02335000",2007-12-28,1540,"A"
"USGS","02335000",2007-12-29,1130,"A"
"USGS","02335000",2007-12-30,1400,"A"
"USGS","02335000",2007-12-31,1200,"A"
"USGS","02335000",2008-01-01,1140,"A"
"USGS","02335000",2008-01-02,1310,"A"
"USGS","02335000",2008-01-03,1050,"A"
"USGS","02335000",2008-01-04,752,"A"
"USGS","02335000",2008-01-05,1220,"A"
"USGS","02335000",2008-01-06,731,"A"
"USGS","02335000",2008-01-07,719,"A"
"USGS","02335000",2008-01-08,1050,"A"
"USGS","02335000",2008-01-09,1060,"A"
"USGS","02335000",2008-01-10,1100,"A"
"USGS","02335000",2008-01-11,1310,"A"
"USGS","02335000",2008-01-12,807,"A"
"USGS","02335000",2008-01-13,754,"A"
"USGS","02335000",2008-01-14,929,"A"
"USGS","02335000",2008-01-15,1070,"A"
"USGS","02335000",2008-01-16,743,"A"
"USGS","02335000",2008-01-17,1060,"A"
"USGS","02335000",2008-01-18,827,"A"
"USGS","02335000",2008-01-19,766,"A"
"USGS","02335000",2008-01-20,764,"A"
"USGS","02335000",2008-01-21,934,"A"
"USGS","02335000",2008-01-22,747,"A"
"USGS","02335000",2008-01-23,755,"A"
"USGS","02335000",2008-01-24,923,"A"
"USGS","02335000",2008-01-25,913,"A"
"USGS","02335000",2008-01-26,733,"A"
"USGS","02335000",2008-01-27,726,"A"
"USGS","02335000",2008-01-28,909,"A"
"USGS","02335000",2008-01-29,732,"A"
"USGS","02335000",2008-01-30,803,"A"
"USGS","02335000",2008-01-31,746,"A"
"USGS","02335000",2008-02-01,1440,"A"
"USGS","02335000",2008-02-02,1000,"A"
"USGS","02335000",2008-02-03,947,"A"
"USGS","02335000",2008-02-04,906,"A"
"USGS","02335000",2008-02-05,1010,"A"
"USGS","02335000",2008-02-06,825,"A"
"USGS","02335000",2008-02-07,819,"A"
"USGS","02335000",2008-02-08,768,"A"
"USGS","02335000",2008-02-09,758,"A"
"USGS","02335000",2008-02-10,750,"A"
"USGS","02335000",2008-02-11,743,"A"
"USGS","02335000",2008-02-12,737,"A"
"USGS","02335000",2008-02-13,797,"A"
"USGS","02335000",2008-02-14,753,"A"
"USGS","02335000",2008-02-15,735,"A"
"USGS","02335000",2008-02-16,723,"A"
"USGS","02335000",2008-02-17,911,"A"
"USGS","02335000",2008-02-18,1830,"A"
"USGS","02335000",2008-02-19,1000,"A e"
"USGS","02335000",2008-02-20,850,"A e"
"USGS","02335000",2008-02-21,848,"A"
"USGS","02335000",2008-02-22,1390,"A"
"USGS","02335000",2008-02-23,1080,"A"
"USGS","02335000",2008-02-24,852,"A"
"USGS","02335000",2008-02-25,797,"A"
"USGS","02335000",2008-02-26,899,"A"
"USGS","02335000",2008-02-27,1500,"A"
"USGS","02335000",2008-02-28,1130,"A"
"USGS","02335000",2008-02-29,1250,"A"
"USGS","02335000",2008-03-01,1140,"A"
"USGS","02335000",2008-03-02,765,"A"
"USGS","02335000",2008-03-03,1610,"A"
"USGS","02335000",2008-03-04,1410,"A"
"USGS","02335000",2008-03-05,1510,"A"
"USGS","02335000",2008-03-06,850,"A"
"USGS","02335000",2008-03-07,993,"A"
"USGS","02335000",2008-03-08,906,"A"
"USGS","02335000",2008-03-09,775,"A"
"USGS","02335000",2008-03-10,756,"A"
"USGS","02335000",2008-03-11,740,"A"
"USGS","02335000",2008-03-12,892,"A"
"USGS","02335000",2008-03-13,905,"A"
"USGS","02335000",2008-03-14,698,"A"
"USGS","02335000",2008-03-15,730,"A"
"USGS","02335000",2008-03-16,730,"A"
"USGS","02335000",2008-03-17,658,"A"
"USGS","02335000",2008-03-18,642,"A"
"USGS","02335000",2008-03-19,789,"A"
"USGS","02335000",2008-03-20,952,"A"
"USGS","02335000",2008-03-21,720,"A"
"USGS","02335000",2008-03-22,670,"A"
"USGS","02335000",2008-03-23,660,"A"
"USGS","02335000",2008-03-24,655,"A"
"USGS","02335000",2008-03-25,639,"A"
"USGS","02335000",2008-03-26,639,"A"
"USGS","02335000",2008-03-27,982,"A"
"USGS","02335000",2008-03-28,656,"A"
"USGS","02335000",2008-03-29,704,"A"
"USGS","02335000",2008-03-30,824,"A"
"USGS","02335000",2008-03-31,693,"A"
"USGS","02335000",2008-04-01,674,"A"
"USGS","02335000",2008-04-02,665,"A"
"USGS","02335000",2008-04-03,652,"A"
"USGS","02335000",2008-04-04,666,"A"
"USGS","02335000",2008-04-05,1210,"A"
"USGS","02335000",2008-04-06,1010,"A"
"USGS","02335000",2008-04-07,753,"A"
"USGS","02335000",2008-04-08,700,"A"
"USGS","02335000",2008-04-09,684,"A"
"USGS","02335000",2008-04-10,666,"A"
"USGS","02335000",2008-04-11,666,"A"
"USGS","02335000",2008-04-12,743,"A"
"USGS","02335000",2008-04-13,696,"A"
"USGS","02335000",2008-04-14,661,"A"
"USGS","02335000",2008-04-15,652,"A"
"USGS","02335000",2008-04-16,809,"A"
"USGS","02335000",2008-04-17,634,"A"
"USGS","02335000",2008-04-18,634,"A"
"USGS","02335000",2008-04-19,656,"A"
"USGS","02335000",2008-04-20,644,"A"
"USGS","02335000",2008-04-21,693,"A"
"USGS","02335000",2008-04-22,1240,"A"
"USGS","02335000",2008-04-23,622,"A"
"USGS","02335000",2008-04-24,618,"A"
"USGS","02335000",2008-04-25,1480,"A"
"USGS","02335000",2008-04-26,843,"A"
"USGS","02335000",2008-04-27,648,"A"
"USGS","02335000",2008-04-28,796,"A"
"USGS","02335000",2008-04-29,705,"A"
"USGS","02335000",2008-04-30,638,"A"
"USGS","02335000",2008-05-01,999,"A"
"USGS","02335000",2008-05-02,1200,"A"
"USGS","02335000",2008-05-03,876,"A"
"USGS","02335000",2008-05-04,696,"A"
"USGS","02335000",2008-05-05,1160,"A"
"USGS","02335000",2008-05-06,868,"A"
"USGS","02335000",2008-05-07,1030,"A"
"USGS","02335000",2008-05-08,681,"A"
"USGS","02335000",2008-05-09,880,"A"
"USGS","02335000",2008-05-10,849,"A"
"USGS","02335000",2008-05-11,1040,"A"
"USGS","02335000",2008-05-12,1020,"A"
"USGS","02335000",2008-05-13,767,"A"
"USGS","02335000",2008-05-14,676,"A"
"USGS","02335000",2008-05-15,749,"A"
"USGS","02335000",2008-05-16,942,"A"
"USGS","02335000",2008-05-17,714,"A"
"USGS","02335000",2008-05-18,677,"A"
"USGS","02335000",2008-05-19,829,"A"
"USGS","02335000",2008-05-20,1110,"A"
"USGS","02335000",2008-05-21,983,"A"
"USGS","02335000",2008-05-22,946,"A"
"USGS","02335000",2008-05-23,922,"A"
"USGS","02335000",2008-05-24,994,"A"
"USGS","02335000",2008-05-25,720,"A"
"USGS","02335000",2008-05-26,676,"A"
"USGS","02335000",2008-05-27,667,"A"
"USGS","02335000",2008-05-28,659,"A"
"USGS","02335000",2008-05-29,713,"A"
"USGS","02335000",2008-05-30,922,"A"
"USGS","02335000",2008-05-31,857,"A"
"USGS","02335000",2008-06-01,660,"A"
"USGS","02335000",2008-06-02,796,"A"
"USGS","02335000",2008-06-03,992,"A"
"USGS","02335000",2008-06-04,848,"A"
"USGS","02335000",2008-06-05,779,"A"
"USGS","02335000",2008-06-06,886,"A"
"USGS","02335000",2008-06-07,760,"A"
"USGS","02335000",2008-06-08,771,"A"
"USGS","02335000",2008-06-09,902,"A"
"USGS","02335000",2008-06-10,1480,"A"
"USGS","02335000",2008-06-11,1210,"A"
"USGS","02335000",2008-06-12,1070,"A"
"USGS","02335000",2008-06-13,660,"A"
"USGS","02335000",2008-06-14,1170,"A"
"USGS","02335000",2008-06-15,922,"A"
"USGS","02335000",2008-06-16,1080,"A"
"USGS","02335000",2008-06-17,1050,"A"
"USGS","02335000",2008-06-18,1030,"A"
"USGS","02335000",2008-06-19,1000,"A"
"USGS","02335000",2008-06-20,1080,"A"
"USGS","02335000",2008-06-21,1060,"A"
"USGS","02335000",2008-06-22,814,"A"
"USGS","02335000",2008-06-23,1140,"A"
"USGS","02335000",2008-06-24,1240,"A"
"USGS","02335000",2008-06-25,1150,"A"
"USGS","02335000",2008-06-26,1100,"A"
"USGS","02335000",2008-06-27,1580,"A"
"USGS","02335000",2008-06-28,1220,"A"
"USGS","02335000",2008-06-29,949,"A"
"USGS","02335000",2008-06-30,1160,"A"
"USGS","02335000",2008-07-01,1150,"A"
"USGS","02335000",2008-07-02,953,"A"
"USGS","02335000",2008-07-03,849,"A"
"USGS","02335000",2008-07-04,982,"A"
"USGS","02335000",2008-07-05,937,"A"
"USGS","02335000",2008-07-06,954,"A"
"USGS","02335000",2008-07-07,1580,"A"
"USGS","02335000",2008-07-08,998,"A"
"USGS","02335000",2008-07-09,1120,"A"
"USGS","02335000",2008-07-10,931,"A"
"USGS","02335000",2008-07-11,690,"A"
"USGS","02335000",2008-07-12,784,"A"
"USGS","02335000",2008-07-13,1100,"A"
"USGS","02335000",2008-07-14,972,"A"
"USGS","02335000",2008-07-15,827,"A"
"USGS","02335000",2008-07-16,996,"A"
"USGS","02335000",2008-07-17,1010,"A"
"USGS","02335000",2008-07-18,1010,"A"
"USGS","02335000",2008-07-19,1020,"A"
"USGS","02335000",2008-07-20,977,"A"
"USGS","02335000",2008-07-21,1010,"A"
"USGS","02335000",2008-07-22,1040,"A"
"USGS","02335000",2008-07-23,1160,"A"
"USGS","02335000",2008-07-24,847,"A"
"USGS","02335000",2008-07-25,1020,"A"
"USGS","02335000",2008-07-26,1030,"A"
"USGS","02335000",2008-07-27,977,"A"
"USGS","02335000",2008-07-28,1070,"A"
"USGS","02335000",2008-07-29,1180,"A"
"USGS","02335000",2008-07-30,1130,"A"
"USGS","02335000",2008-07-31,801,"A"
"USGS","02335000",2008-08-01,936,"A"
"USGS","02335000",2008-08-02,1030,"A"
"USGS","02335000",2008-08-03,1060,"A"
"USGS","02335000",2008-08-04,1060,"A"
"USGS","02335000",2008-08-05,963,"A"
"USGS","02335000",2008-08-06,1270,"A"
"USGS","02335000",2008-08-07,1560,"A"
"USGS","02335000",2008-08-08,1120,"A"
"USGS","02335000",2008-08-09,1000,"A"
"USGS","02335000",2008-08-10,950,"A"
"USGS","02335000",2008-08-11,976,"A"
"USGS","02335000",2008-08-12,995,"A"
"USGS","02335000",2008-08-13,1000,"A"
"USGS","02335000",2008-08-14,1070,"A"
"USGS","02335000",2008-08-15,1470,"A"
"USGS","02335000",2008-08-16,1210,"A"
"USGS","02335000",2008-08-17,998,"A"
"USGS","02335000",2008-08-18,970,"A"
"USGS","02335000",2008-08-19,1090,"A"
"USGS","02335000",2008-08-20,1110,"A"
"USGS","02335000",2008-08-21,1190,"A"
"USGS","02335000",2008-08-22,1260,"A"
"USGS","02335000",2008-08-23,1100,"A"
"USGS","02335000",2008-08-24,963,"A"
"USGS","02335000",2008-08-25,1030,"A"
"USGS","02335000",2008-08-26,1700,"A"
"USGS","02335000",2008-08-27,2020,"A"
"USGS","02335000",2008-08-28,893,"A"
"USGS","02335000",2008-08-29,763,"A"
"USGS","02335000",2008-08-30,1130,"A"
"USGS","02335000",2008-08-31,911,"A"
"USGS","02335000",2008-09-01,674,"A"
"USGS","02335000",2008-09-02,1050,"A"
"USGS","02335000",2008-09-03,1120,"A"
"USGS","02335000",2008-09-04,1030,"A"
"USGS","02335000",2008-09-05,1010,"A"
"USGS","02335000",2008-09-06,1010,"A"
"USGS","02335000",2008-09-07,1010,"A"
"USGS","02335000",2008-09-08,1030,"A"
"USGS","02335000",2008-09-09,1100,"A"
"USGS","02335000",2008-09-10,959,"A"
"USGS","02335000",2008-09-11,864,"A"
"USGS","02335000",2008-09-12,986,"A"
"USGS","02335000",2008-09-13,1000,"A"
"USGS","02335000",2008-09-14,1040,"A"
"USGS","02335000",2008-09-15,1010,"A"
"USGS","02335000",2008-09-16,894,"A"
"USGS","02335000",2008-09-17,1080,"A"
"USGS","02335000",2008-09-18,1290,"A"
"USGS","02335000",2008-09-19,955,"A"
"USGS","02335000",2008-09-20,1080,"A"
"USGS","02335000",2008-09-21,1000,"A"
"USGS","02335000",2008-09-22,960,"A"
"USGS","02335000",2008-09-23,1010,"A"
"USGS","02335000",2008-09-24,1110,"A"
"USGS","02335000",2008-09-25,1220,"A"
"USGS","02335000",2008-09-26,1390,"A"
"USGS","02335000",2008-09-27,854,"A"
"USGS","02335000",2008-09-28,848,"A"
"USGS","02335000",2008-09-29,921,"A"
"USGS","02335000",2008-09-30,971,"A"
"USGS","02335000",2008-10-01,1370,"A"
"USGS","02335000",2008-10-02,1030,"A"
"USGS","02335000",2008-10-03,1130,"A"
"USGS","02335000",2008-10-04,1050,"A"
"USGS","02335000",2008-10-05,996,"A"
"USGS","02335000",2008-10-06,974,"A"
"USGS","02335000",2008-10-07,986,"A"
"USGS","02335000",2008-10-08,1210,"A"
"USGS","02335000",2008-10-09,1470,"A"
"USGS","02335000",2008-10-10,821,"A"
"USGS","02335000",2008-10-11,758,"A"
"USGS","02335000",2008-10-12,915,"A"
"USGS","02335000",2008-10-13,943,"A"
"USGS","02335000",2008-10-14,895,"A"
"USGS","02335000",2008-10-15,927,"A"
"USGS","02335000",2008-10-16,947,"A"
"USGS","02335000",2008-10-17,1100,"A"
"USGS","02335000",2008-10-18,1060,"A"
"USGS","02335000",2008-10-19,1070,"A"
"USGS","02335000",2008-10-20,1070,"A"
"USGS","02335000",2008-10-21,1040,"A"
"USGS","02335000",2008-10-22,1070,"A"
"USGS","02335000",2008-10-23,1050,"A"
"USGS","02335000",2008-10-24,1150,"A"
"USGS","02335000",2008-10-25,1090,"A"
"USGS","02335000",2008-10-26,1080,"A"
"USGS","02335000",2008-10-27,715,"A"
"USGS","02335000",2008-10-28,1250,"A"
"USGS","02335000",2008-10-29,1070,"A"
"USGS","02335000",2008-10-30,1450,"A"
"USGS","02335000",2008-10-31,1050,"A"
"USGS","02335000",2008-11-01,1070,"A"
"USGS","02335000",2008-11-02,724,"A"
"USGS","02335000",2008-11-03,1450,"A"
"USGS","02335000",2008-11-04,899,"A"
"USGS","02335000",2008-11-05,1110,"A"
"USGS","02335000",2008-11-06,1050,"A"
"USGS","02335000",2008-11-07,1810,"A"
"USGS","02335000",2008-11-08,773,"A"
"USGS","02335000",2008-11-09,1050,"A"
"USGS","02335000",2008-11-10,1460,"A"
"USGS","02335000",2008-11-11,1490,"A"
"USGS","02335000",2008-11-12,1100,"A"
"USGS","02335000",2008-11-13,1090,"A"
"USGS","02335000",2008-11-14,1100,"A"
"USGS","02335000",2008-11-15,811,"A"
"USGS","02335000",2008-11-16,934,"A"
"USGS","02335000",2008-11-17,1270,"A"
"USGS","02335000",2008-11-18,1090,"A"
"USGS","02335000",2008-11-19,897,"A"
"USGS","02335000",2008-11-20,701,"A"
"USGS","02335000",2008-11-21,1070,"A"
"USGS","02335000",2008-11-22,1090,"A"
"USGS","02335000",2008-11-23,1090,"A"
"USGS","02335000",2008-11-24,1090,"A"
"USGS","02335000",2008-11-25,734,"A"
"USGS","02335000",2008-11-26,893,"A"
"USGS","02335000",2008-11-27,881,"A"
"USGS","02335000",2008-11-28,892,"A"
"USGS","02335000",2008-11-29,851,"A"
"USGS","02335000",2008-11-30,919,"A"
"USGS","02335000",2008-12-01,796,"A"
"USGS","02335000",2008-12-02,741,"A"
"USGS","02335000",2008-12-03,910,"A"
"USGS","02335000",2008-12-04,934,"A"
"USGS","02335000",2008-12-05,760,"A"
"USGS","02335000",2008-12-06,722,"A"
"USGS","02335000",2008-12-07,714,"A"
"USGS","02335000",2008-12-08,895,"A"
"USGS","02335000",2008-12-09,715,"A"
"USGS","02335000",2008-12-10,1490,"A"
"USGS","02335000",2008-12-11,2090,"A"
"USGS","02335000",2008-12-12,1340,"A"
"USGS","02335000",2008-12-13,846,"A"
"USGS","02335000",2008-12-14,776,"A"
"USGS","02335000",2008-12-15,756,"A"
"USGS","02335000",2008-12-16,748,"A"
"USGS","02335000",2008-12-17,748,"A"
"USGS","02335000",2008-12-18,1130,"A"
"USGS","02335000",2008-12-19,938,"A"
"USGS","02335000",2008-12-20,755,"A"
"USGS","02335000",2008-12-21,865,"A"
"USGS","02335000",2008-12-22,774,"A"
"USGS","02335000",2008-12-23,733,"A"
"USGS","02335000",2008-12-24,727,"A"
